num_run,N,num_blocks_x,num_blocks_y,num_threads_per_x,num_threads_per_y,device_runtime [ms],host_runtime [ms]
1,16,30,30,32,32,0.023872,0.517
1,16,30,30,32,64,0.023072,0.324
1,16,30,30,32,128,0.022912,0.624
1,16,30,30,32,256,0.021696,0.47800000000000004
1,16,30,30,32,512,0.022688,0.301
1,16,30,30,32,1024,0.023296,0.517
1,16,30,30,64,32,0.021792,0.28400000000000003
1,16,30,30,64,64,0.021152,0.37
1,16,30,30,64,128,0.022208,0.3
1,16,30,30,64,256,0.021344,0.322
1,16,30,30,64,512,0.0232,0.468
1,16,30,30,64,1024,0.021088,0.281
1,16,30,30,128,32,0.022688,0.37
1,16,30,30,128,64,0.022816,0.41400000000000003
1,16,30,30,128,128,0.0224,0.518
1,16,30,30,128,256,0.022784,0.624
1,16,30,30,128,512,0.022624,0.463
1,16,30,30,128,1024,0.02256,0.581
1,16,30,30,256,32,0.021472,0.618
1,16,30,30,256,64,0.023936,0.34
1,16,30,30,256,128,0.021536,0.386
1,16,30,30,256,256,0.0136,0.592
1,16,30,30,256,512,0.024736,0.295
1,16,30,30,256,1024,0.02384,0.40700000000000003
1,16,30,30,512,32,0.02432,0.302
1,16,30,30,512,64,0.02384,0.325
1,16,30,30,512,128,0.023392,0.467
1,16,30,30,512,256,0.023456,0.28600000000000003
1,16,30,30,512,512,0.021536,0.281
1,16,30,30,512,1024,0.022208,0.515
1,16,30,30,1024,32,0.023744,0.515
1,16,30,30,1024,64,0.02144,0.387
1,16,30,30,1024,128,0.022432,0.267
1,16,30,30,1024,256,0.016896,0.41300000000000003
1,16,30,30,1024,512,0.017408,0.378
1,16,30,30,1024,1024,0.024448,0.649
1,16,30,60,32,32,0.043712,0.394
1,16,30,60,32,64,0.021312,0.465
1,16,30,60,32,128,0.0128,0.626
1,16,30,60,32,256,0.02128,0.666
1,16,30,60,32,512,0.020768,0.53
1,16,30,60,32,1024,0.022176,0.417
1,16,30,60,64,32,0.0232,0.41500000000000004
1,16,30,60,64,64,0.020736,0.536
1,16,30,60,64,128,0.020384,0.371
1,16,30,60,64,256,0.02064,0.6950000000000001
1,16,30,60,64,512,0.020864,0.647
1,16,30,60,64,1024,0.018784,0.629
1,16,30,60,128,32,0.023232,0.327
1,16,30,60,128,64,0.020736,0.461
1,16,30,60,128,128,0.020928,0.512
1,16,30,60,128,256,0.022528,0.467
1,16,30,60,128,512,0.022112,0.53
1,16,30,60,128,1024,0.022656,0.26
1,16,30,60,256,32,0.020384,0.498
1,16,30,60,256,64,0.021408,0.653
1,16,30,60,256,128,0.020608,0.321
1,16,30,60,256,256,0.02112,0.553
1,16,30,60,256,512,0.021312,0.34600000000000003
1,16,30,60,256,1024,0.0232,0.397
1,16,30,60,512,32,0.022848,0.406
1,16,30,60,512,64,0.02304,0.467
1,16,30,60,512,128,0.021568,0.34700000000000003
1,16,30,60,512,256,0.021152,0.299
1,16,30,60,512,512,0.02352,0.616
1,16,30,60,512,1024,0.02208,0.58
1,16,30,60,1024,32,0.022048,0.41300000000000003
1,16,30,60,1024,64,0.02304,0.562
1,16,30,60,1024,128,0.022176,0.481
1,16,30,60,1024,256,0.019456,0.497
1,16,30,60,1024,512,0.021216,0.40800000000000003
1,16,30,60,1024,1024,0.020608,0.518
1,16,30,120,32,32,0.06016,0.621
1,16,30,120,32,64,0.021952,0.253
1,16,30,120,32,128,0.022592,0.507
1,16,30,120,32,256,0.020704,0.331
1,16,30,120,32,512,0.021216,0.709
1,16,30,120,32,1024,0.020896,0.559
1,16,30,120,64,32,0.02064,0.341
1,16,30,120,64,64,0.021312,0.263
1,16,30,120,64,128,0.020384,0.638
1,16,30,120,64,256,0.01264,0.301
1,16,30,120,64,512,0.020832,0.5730000000000001
1,16,30,120,64,1024,0.02128,0.46
1,16,30,120,128,32,0.025664,0.405
1,16,30,120,128,64,0.021376,0.532
1,16,30,120,128,128,0.021312,0.276
1,16,30,120,128,256,0.022528,0.41600000000000004
1,16,30,120,128,512,0.02064,0.739
1,16,30,120,128,1024,0.022848,0.43
1,16,30,120,256,32,0.022144,0.521
1,16,30,120,256,64,0.022144,0.508
1,16,30,120,256,128,0.02096,0.6930000000000001
1,16,30,120,256,256,0.022368,0.492
1,16,30,120,256,512,0.022816,0.656
1,16,30,120,256,1024,0.022464,0.405
1,16,30,120,512,32,0.022368,0.493
1,16,30,120,512,64,0.022592,0.58
1,16,30,120,512,128,0.022848,0.607
1,16,30,120,512,256,0.020736,0.558
1,16,30,120,512,512,0.021024,0.493
1,16,30,120,512,1024,0.021184,0.591
1,16,30,120,1024,32,0.037344,0.418
1,16,30,120,1024,64,0.021568,0.28700000000000003
1,16,30,120,1024,128,0.021888,0.259
1,16,30,120,1024,256,0.020544,0.592
1,16,30,120,1024,512,0.012832,0.654
1,16,30,120,1024,1024,0.023648,0.686
1,16,30,240,32,32,0.092992,0.522
1,16,30,240,32,64,0.02208,0.584
1,16,30,240,32,128,0.023456,0.252
1,16,30,240,32,256,0.021952,0.433
1,16,30,240,32,512,0.023328,0.358
1,16,30,240,32,1024,0.023296,0.296
1,16,30,240,64,32,0.02144,0.541
1,16,30,240,64,64,0.023136,0.447
1,16,30,240,64,128,0.0224,0.61
1,16,30,240,64,256,0.020576,0.41600000000000004
1,16,30,240,64,512,0.022848,0.465
1,16,30,240,64,1024,0.014272,0.339
1,16,30,240,128,32,0.02224,0.714
1,16,30,240,128,64,0.020928,0.40900000000000003
1,16,30,240,128,128,0.0208,0.553
1,16,30,240,128,256,0.021184,0.542
1,16,30,240,128,512,0.023584,0.487
1,16,30,240,128,1024,0.02176,0.365
1,16,30,240,256,32,0.020576,0.534
1,16,30,240,256,64,0.020896,0.501
1,16,30,240,256,128,0.020448,0.505
1,16,30,240,256,256,0.02336,0.267
1,16,30,240,256,512,0.024096,0.383
1,16,30,240,256,1024,0.020224,0.324
1,16,30,240,512,32,0.020864,0.384
1,16,30,240,512,64,0.021248,0.425
1,16,30,240,512,128,0.023456,0.723
1,16,30,240,512,256,0.014464,0.301
1,16,30,240,512,512,0.020288,0.468
1,16,30,240,512,1024,0.022816,0.498
1,16,30,240,1024,32,0.020928,0.55
1,16,30,240,1024,64,0.02128,0.629
1,16,30,240,1024,128,0.015168,0.581
1,16,30,240,1024,256,0.022496,0.526
1,16,30,240,1024,512,0.020704,0.342
1,16,30,240,1024,1024,0.020352,0.586
1,16,30,480,32,32,0.159296,0.363
1,16,30,480,32,64,0.02064,0.449
1,16,30,480,32,128,0.02304,0.586
1,16,30,480,32,256,0.020352,0.521
1,16,30,480,32,512,0.021152,0.342
1,16,30,480,32,1024,0.021248,0.398
1,16,30,480,64,32,0.02288,0.497
1,16,30,480,64,64,0.020352,0.511
1,16,30,480,64,128,0.022016,0.322
1,16,30,480,64,256,0.02128,0.34800000000000003
1,16,30,480,64,512,0.021632,0.505
1,16,30,480,64,1024,0.023136,0.451
1,16,30,480,128,32,0.02352,0.516
1,16,30,480,128,64,0.0208,0.528
1,16,30,480,128,128,0.018784,0.548
1,16,30,480,128,256,0.023168,0.34400000000000003
1,16,30,480,128,512,0.021376,0.269
1,16,30,480,128,1024,0.022208,0.526
1,16,30,480,256,32,0.02144,0.428
1,16,30,480,256,64,0.020992,0.39
1,16,30,480,256,128,0.021664,0.509
1,16,30,480,256,256,0.021312,0.538
1,16,30,480,256,512,0.021472,0.33
1,16,30,480,256,1024,0.022112,0.451
1,16,30,480,512,32,0.021408,0.546
1,16,30,480,512,64,0.021824,0.293
1,16,30,480,512,128,0.022528,0.45
1,16,30,480,512,256,0.022816,0.593
1,16,30,480,512,512,0.021472,0.531
1,16,30,480,512,1024,0.025472,0.466
1,16,30,480,1024,32,0.02064,0.34700000000000003
1,16,30,480,1024,64,0.022592,0.26
1,16,30,480,1024,128,0.023264,0.392
1,16,30,480,1024,256,0.021568,0.362
1,16,30,480,1024,512,0.021536,0.59
1,16,30,480,1024,1024,0.022368,0.6990000000000001
1,16,30,960,32,32,0.297472,0.378
1,16,30,960,32,64,0.022688,0.403
1,16,30,960,32,128,0.021888,0.366
1,16,30,960,32,256,0.022112,0.577
1,16,30,960,32,512,0.022272,0.308
1,16,30,960,32,1024,0.021184,0.425
1,16,30,960,64,32,0.0232,0.448
1,16,30,960,64,64,0.022272,0.551
1,16,30,960,64,128,0.012992,0.329
1,16,30,960,64,256,0.023776,0.642
1,16,30,960,64,512,0.021792,0.417
1,16,30,960,64,1024,0.022528,0.366
1,16,30,960,128,32,0.023168,0.365
1,16,30,960,128,64,0.020736,0.40800000000000003
1,16,30,960,128,128,0.021344,0.507
1,16,30,960,128,256,0.02208,0.549
1,16,30,960,128,512,0.02096,0.65
1,16,30,960,128,1024,0.022144,0.53
1,16,30,960,256,32,0.020512,0.547
1,16,30,960,256,64,0.021408,0.518
1,16,30,960,256,128,0.021792,0.319
1,16,30,960,256,256,0.021408,0.437
1,16,30,960,256,512,0.022592,0.41400000000000003
1,16,30,960,256,1024,0.01984,0.586
1,16,30,960,512,32,0.02192,0.56
1,16,30,960,512,64,0.021984,0.767
1,16,30,960,512,128,0.02272,0.5730000000000001
1,16,30,960,512,256,0.022304,0.525
1,16,30,960,512,512,0.022784,0.583
1,16,30,960,512,1024,0.02272,0.443
1,16,30,960,1024,32,0.18272,0.505
1,16,30,960,1024,64,0.02128,0.513
1,16,30,960,1024,128,0.022496,0.548
1,16,30,960,1024,256,0.021536,0.663
1,16,30,960,1024,512,0.023104,0.334
1,16,30,960,1024,1024,0.021856,0.47200000000000003
1,16,30,1920,32,32,0.568,0.511
1,16,30,1920,32,64,0.022048,0.495
1,16,30,1920,32,128,0.021152,0.262
1,16,30,1920,32,256,0.01392,0.463
1,16,30,1920,32,512,0.02096,0.376
1,16,30,1920,32,1024,0.021376,0.459
1,16,30,1920,64,32,0.015136,0.517
1,16,30,1920,64,64,0.02112,0.581
1,16,30,1920,64,128,0.022464,0.55
1,16,30,1920,64,256,0.019264,0.452
1,16,30,1920,64,512,0.02112,0.387
1,16,30,1920,64,1024,0.020672,0.353
1,16,30,1920,128,32,0.021056,0.47800000000000004
1,16,30,1920,128,64,0.014688,0.47000000000000003
1,16,30,1920,128,128,0.0216,0.66
1,16,30,1920,128,256,0.022944,0.498
1,16,30,1920,128,512,0.021632,0.54
1,16,30,1920,128,1024,0.021312,0.375
1,16,30,1920,256,32,0.02352,0.382
1,16,30,1920,256,64,0.020224,0.357
1,16,30,1920,256,128,0.021472,0.47100000000000003
1,16,30,1920,256,256,0.021408,0.274
1,16,30,1920,256,512,0.02128,0.524
1,16,30,1920,256,1024,0.022432,0.357
1,16,30,1920,512,32,0.019456,0.515
1,16,30,1920,512,64,0.021888,0.52
1,16,30,1920,512,128,0.022144,0.466
1,16,30,1920,512,256,0.023296,0.581
1,16,30,1920,512,512,0.02256,0.507
1,16,30,1920,512,1024,0.0224,0.289
1,16,30,1920,1024,32,0.021792,0.47200000000000003
1,16,30,1920,1024,64,0.022272,0.534
1,16,30,1920,1024,128,0.020608,0.417
1,16,30,1920,1024,256,0.020992,0.515
1,16,30,1920,1024,512,0.021184,0.28800000000000003
1,16,30,1920,1024,1024,0.023552,0.27
1,16,60,30,32,32,0.042368,0.493
1,16,60,30,32,64,0.021568,0.513
1,16,60,30,32,128,0.020864,0.787
1,16,60,30,32,256,0.020896,0.434
1,16,60,30,32,512,0.021248,0.544
1,16,60,30,32,1024,0.022592,0.658
1,16,60,30,64,32,0.022528,0.48
1,16,60,30,64,64,0.020576,0.309
1,16,60,30,64,128,0.022336,0.579
1,16,60,30,64,256,0.024256,0.32
1,16,60,30,64,512,0.017664,0.544
1,16,60,30,64,1024,0.022208,0.5630000000000001
1,16,60,30,128,32,0.022304,0.61
1,16,60,30,128,64,0.021152,0.257
1,16,60,30,128,128,0.023808,0.47700000000000004
1,16,60,30,128,256,0.021856,0.417
1,16,60,30,128,512,0.023168,0.514
1,16,60,30,128,1024,0.022176,0.636
1,16,60,30,256,32,0.022176,0.603
1,16,60,30,256,64,0.021152,0.505
1,16,60,30,256,128,0.021376,0.426
1,16,60,30,256,256,0.022368,0.373
1,16,60,30,256,512,0.022496,0.529
1,16,60,30,256,1024,0.020352,0.41300000000000003
1,16,60,30,512,32,0.02208,0.433
1,16,60,30,512,64,0.024192,0.307
1,16,60,30,512,128,0.021408,0.366
1,16,60,30,512,256,0.023232,0.5680000000000001
1,16,60,30,512,512,0.02144,0.307
1,16,60,30,512,1024,0.018912,0.467
1,16,60,30,1024,32,0.019008,0.534
1,16,60,30,1024,64,0.020768,0.318
1,16,60,30,1024,128,0.018624,0.591
1,16,60,30,1024,256,0.022336,0.508
1,16,60,30,1024,512,0.019904,0.515
1,16,60,30,1024,1024,0.020032,0.518
1,16,60,60,32,32,0.058496,0.404
1,16,60,60,32,64,0.022912,0.389
1,16,60,60,32,128,0.021248,0.35100000000000003
1,16,60,60,32,256,0.020512,0.28600000000000003
1,16,60,60,32,512,0.020512,0.26
1,16,60,60,32,1024,0.021024,0.464
1,16,60,60,64,32,0.021472,0.465
1,16,60,60,64,64,0.020608,0.5690000000000001
1,16,60,60,64,128,0.023296,0.317
1,16,60,60,64,256,0.022336,0.464
1,16,60,60,64,512,0.020224,0.402
1,16,60,60,64,1024,0.020768,0.53
1,16,60,60,128,32,0.339808,0.363
1,16,60,60,128,64,0.021056,0.268
1,16,60,60,128,128,0.21936,0.501
1,16,60,60,128,256,0.018464,0.521
1,16,60,60,128,512,0.01984,0.441
1,16,60,60,128,1024,0.021536,0.455
1,16,60,60,256,32,0.018624,0.28700000000000003
1,16,60,60,256,64,0.019776,0.443
1,16,60,60,256,128,0.023136,0.263
1,16,60,60,256,256,0.018816,0.429
1,16,60,60,256,512,0.019552,0.5750000000000001
1,16,60,60,256,1024,0.022336,0.326
1,16,60,60,512,32,0.02256,0.27
1,16,60,60,512,64,0.02016,0.442
1,16,60,60,512,128,0.019904,0.432
1,16,60,60,512,256,0.020288,0.334
1,16,60,60,512,512,0.024832,0.504
1,16,60,60,512,1024,0.021984,0.28800000000000003
1,16,60,60,1024,32,0.015424,0.356
1,16,60,60,1024,64,0.020064,0.462
1,16,60,60,1024,128,0.162112,0.31
1,16,60,60,1024,256,0.013248,0.28600000000000003
1,16,60,60,1024,512,0.021056,0.334
1,16,60,60,1024,1024,1.11894,0.299
1,16,60,120,32,32,0.072224,0.395
1,16,60,120,32,64,0.335296,0.457
1,16,60,120,32,128,0.019808,0.397
1,16,60,120,32,256,0.022624,0.373
1,16,60,120,32,512,0.01728,0.35000000000000003
1,16,60,120,32,1024,0.02176,0.341
1,16,60,120,64,32,0.022048,0.424
1,16,60,120,64,64,0.020544,0.251
1,16,60,120,64,128,0.249472,0.279
1,16,60,120,64,256,0.02256,0.42
1,16,60,120,64,512,0.021376,0.293
1,16,60,120,64,1024,0.267808,0.297
1,16,60,120,128,32,0.017952,0.296
1,16,60,120,128,64,0.021504,0.271
1,16,60,120,128,128,0.022912,0.41000000000000003
1,16,60,120,128,256,0.022304,0.531
1,16,60,120,128,512,0.02192,0.307
1,16,60,120,128,1024,0.022176,0.47400000000000003
1,16,60,120,256,32,0.022464,0.507
1,16,60,120,256,64,0.022944,0.463
1,16,60,120,256,128,0.014112,0.47900000000000004
1,16,60,120,256,256,0.02064,0.582
1,16,60,120,256,512,0.023936,0.443
1,16,60,120,256,1024,0.022624,0.453
1,16,60,120,512,32,0.011872,0.519
1,16,60,120,512,64,0.020576,0.41200000000000003
1,16,60,120,512,128,0.140832,0.377
1,16,60,120,512,256,0.021824,0.488
1,16,60,120,512,512,0.021952,0.359
1,16,60,120,512,1024,0.022528,0.333
1,16,60,120,1024,32,0.021216,0.34800000000000003
1,16,60,120,1024,64,0.02048,0.342
1,16,60,120,1024,128,0.022944,0.595
1,16,60,120,1024,256,0.022912,0.31
1,16,60,120,1024,512,0.022848,0.487
1,16,60,120,1024,1024,0.02304,0.438
1,16,60,240,32,32,0.122848,0.436
1,16,60,240,32,64,0.0216,0.403
1,16,60,240,32,128,0.01408,0.451
1,16,60,240,32,256,0.024128,0.265
1,16,60,240,32,512,0.024736,0.314
1,16,60,240,32,1024,0.01968,0.523
1,16,60,240,64,32,0.02144,0.59
1,16,60,240,64,64,0.021216,0.403
1,16,60,240,64,128,0.021664,0.466
1,16,60,240,64,256,0.021472,0.356
1,16,60,240,64,512,0.021792,0.468
1,16,60,240,64,1024,0.023392,0.274
1,16,60,240,128,32,0.022784,0.374
1,16,60,240,128,64,0.020928,0.527
1,16,60,240,128,128,0.022752,0.419
1,16,60,240,128,256,0.022912,0.385
1,16,60,240,128,512,0.018368,0.335
1,16,60,240,128,1024,0.022784,0.659
1,16,60,240,256,32,0.022272,0.329
1,16,60,240,256,64,0.02096,0.506
1,16,60,240,256,128,0.021536,0.495
1,16,60,240,256,256,0.023552,0.248
1,16,60,240,256,512,0.021664,0.297
1,16,60,240,256,1024,0.021056,0.525
1,16,60,240,512,32,0.020672,0.515
1,16,60,240,512,64,0.0216,0.357
1,16,60,240,512,128,0.022656,0.529
1,16,60,240,512,256,0.021376,0.441
1,16,60,240,512,512,0.02096,0.444
1,16,60,240,512,1024,0.022336,0.252
1,16,60,240,1024,32,0.020416,0.405
1,16,60,240,1024,64,0.023136,0.241
1,16,60,240,1024,128,0.014368,0.329
1,16,60,240,1024,256,0.023456,0.364
1,16,60,240,1024,512,0.020352,0.28600000000000003
1,16,60,240,1024,1024,0.022272,0.46900000000000003
1,16,60,480,32,32,0.294624,0.339
1,16,60,480,32,64,0.02128,0.34900000000000003
1,16,60,480,32,128,0.02176,0.512
1,16,60,480,32,256,0.022464,0.51
1,16,60,480,32,512,0.021088,0.289
1,16,60,480,32,1024,0.021504,0.28700000000000003
1,16,60,480,64,32,0.021472,0.389
1,16,60,480,64,64,0.020704,0.462
1,16,60,480,64,128,0.02048,0.366
1,16,60,480,64,256,0.023328,0.428
1,16,60,480,64,512,0.021856,0.492
1,16,60,480,64,1024,0.021024,0.366
1,16,60,480,128,32,0.023008,0.507
1,16,60,480,128,64,0.022752,0.615
1,16,60,480,128,128,0.021888,0.518
1,16,60,480,128,256,0.248832,0.542
1,16,60,480,128,512,0.02192,0.452
1,16,60,480,128,1024,0.020448,0.681
1,16,60,480,256,32,0.022112,0.586
1,16,60,480,256,64,0.023168,0.538
1,16,60,480,256,128,0.0208,0.264
1,16,60,480,256,256,0.02208,0.5670000000000001
1,16,60,480,256,512,0.222176,0.631
1,16,60,480,256,1024,0.020384,0.36
1,16,60,480,512,32,0.02448,0.297
1,16,60,480,512,64,0.019104,0.483
1,16,60,480,512,128,0.018528,0.507
1,16,60,480,512,256,0.023072,0.464
1,16,60,480,512,512,0.02352,0.597
1,16,60,480,512,1024,0.02112,0.468
1,16,60,480,1024,32,0.022016,0.399
1,16,60,480,1024,64,0.022976,0.47100000000000003
1,16,60,480,1024,128,0.021024,0.536
1,16,60,480,1024,256,0.023072,0.561
1,16,60,480,1024,512,0.023328,0.40700000000000003
1,16,60,480,1024,1024,0.021888,0.519
1,16,60,960,32,32,0.436448,0.548
1,16,60,960,32,64,0.023264,0.318
1,16,60,960,32,128,0.139872,0.451
1,16,60,960,32,256,0.02048,0.289
1,16,60,960,32,512,0.021536,0.5680000000000001
1,16,60,960,32,1024,0.0208,0.454
1,16,60,960,64,32,0.021376,0.6880000000000001
1,16,60,960,64,64,0.021408,0.269
1,16,60,960,64,128,0.021952,0.364
1,16,60,960,64,256,0.021952,0.41100000000000003
1,16,60,960,64,512,0.022944,0.484
1,16,60,960,64,1024,0.022112,0.297
1,16,60,960,128,32,0.021056,0.465
1,16,60,960,128,64,0.021888,0.585
1,16,60,960,128,128,0.020992,0.5680000000000001
1,16,60,960,128,256,0.16336,0.366
1,16,60,960,128,512,0.02176,0.278
1,16,60,960,128,1024,0.0232,0.328
1,16,60,960,256,32,0.020384,0.612
1,16,60,960,256,64,0.020704,0.483
1,16,60,960,256,128,0.023936,0.435
1,16,60,960,256,256,0.156192,0.493
1,16,60,960,256,512,0.020992,0.637
1,16,60,960,256,1024,0.018656,0.265
1,16,60,960,512,32,0.022624,0.303
1,16,60,960,512,64,0.021568,0.481
1,16,60,960,512,128,0.020064,0.521
1,16,60,960,512,256,0.023136,0.362
1,16,60,960,512,512,0.022464,0.538
1,16,60,960,512,1024,0.0208,0.41000000000000003
1,16,60,960,1024,32,0.020544,0.5640000000000001
1,16,60,960,1024,64,0.021408,0.319
1,16,60,960,1024,128,0.022048,0.278
1,16,60,960,1024,256,0.022016,0.367
1,16,60,960,1024,512,0.022112,0.543
1,16,60,960,1024,1024,0.0224,0.41500000000000004
1,16,60,1920,32,32,1.09699,0.513
1,16,60,1920,32,64,0.019072,0.455
1,16,60,1920,32,128,0.244416,0.501
1,16,60,1920,32,256,0.023872,0.232
1,16,60,1920,32,512,0.021376,0.47700000000000004
1,16,60,1920,32,1024,0.021856,0.48
1,16,60,1920,64,32,0.02288,0.394
1,16,60,1920,64,64,0.355264,0.7000000000000001
1,16,60,1920,64,128,0.021056,0.431
1,16,60,1920,64,256,0.022624,0.65
1,16,60,1920,64,512,0.020928,0.258
1,16,60,1920,64,1024,0.021184,0.456
1,16,60,1920,128,32,0.023552,0.372
1,16,60,1920,128,64,0.02496,0.523
1,16,60,1920,128,128,0.021216,0.429
1,16,60,1920,128,256,0.015008,0.539
1,16,60,1920,128,512,0.020736,0.47100000000000003
1,16,60,1920,128,1024,0.020448,0.54
1,16,60,1920,256,32,0.023744,0.352
1,16,60,1920,256,64,0.022048,0.51
1,16,60,1920,256,128,0.021376,0.5690000000000001
1,16,60,1920,256,256,0.020352,0.55
1,16,60,1920,256,512,0.02192,0.458
1,16,60,1920,256,1024,0.021024,0.394
1,16,60,1920,512,32,0.020736,0.329
1,16,60,1920,512,64,0.023456,0.242
1,16,60,1920,512,128,0.02208,0.318
1,16,60,1920,512,256,0.021472,0.36
1,16,60,1920,512,512,0.020416,0.428
1,16,60,1920,512,1024,0.021632,0.635
1,16,60,1920,1024,32,0.02064,0.534
1,16,60,1920,1024,64,0.020544,0.626
1,16,60,1920,1024,128,0.02048,0.391
1,16,60,1920,1024,256,0.02112,0.501
1,16,60,1920,1024,512,0.020672,0.299
1,16,60,1920,1024,1024,0.020928,0.502
1,16,120,30,32,32,0.058432,0.446
1,16,120,30,32,64,0.041664,0.5740000000000001
1,16,120,30,32,128,0.022592,0.502
1,16,120,30,32,256,0.022432,0.263
1,16,120,30,32,512,0.023136,0.44
1,16,120,30,32,1024,0.020736,0.338
1,16,120,30,64,32,0.020736,0.246
1,16,120,30,64,64,0.020288,0.352
1,16,120,30,64,128,0.021088,0.561
1,16,120,30,64,256,0.02256,0.291
1,16,120,30,64,512,0.023392,0.419
1,16,120,30,64,1024,0.021792,0.328
1,16,120,30,128,32,0.012928,0.494
1,16,120,30,128,64,0.021536,0.28500000000000003
1,16,120,30,128,128,0.772576,0.467
1,16,120,30,128,256,0.0208,0.666
1,16,120,30,128,512,0.021984,0.619
1,16,120,30,128,1024,0.021984,0.524
1,16,120,30,256,32,0.0208,0.452
1,16,120,30,256,64,0.02096,0.339
1,16,120,30,256,128,0.021344,0.298
1,16,120,30,256,256,0.022176,0.581
1,16,120,30,256,512,0.022816,0.332
1,16,120,30,256,1024,0.020256,0.467
1,16,120,30,512,32,0.020768,0.39
1,16,120,30,512,64,0.0232,0.619
1,16,120,30,512,128,0.02304,0.323
1,16,120,30,512,256,0.021504,0.371
1,16,120,30,512,512,0.019168,0.541
1,16,120,30,512,1024,0.019584,0.23600000000000002
1,16,120,30,1024,32,0.025888,0.46
1,16,120,30,1024,64,0.014464,0.268
1,16,120,30,1024,128,0.021344,0.525
1,16,120,30,1024,256,0.02368,0.46
1,16,120,30,1024,512,0.023232,0.654
1,16,120,30,1024,1024,0.023456,0.54
1,16,120,60,32,32,0.190208,0.487
1,16,120,60,32,64,0.022016,0.426
1,16,120,60,32,128,0.02176,0.548
1,16,120,60,32,256,0.022144,0.539
1,16,120,60,32,512,0.022656,0.461
1,16,120,60,32,1024,0.02304,0.529
1,16,120,60,64,32,0.021856,0.491
1,16,120,60,64,64,0.020768,0.437
1,16,120,60,64,128,0.020608,0.48
1,16,120,60,64,256,0.021152,0.54
1,16,120,60,64,512,0.022208,0.459
1,16,120,60,64,1024,0.020736,0.43
1,16,120,60,128,32,0.011968,0.28300000000000003
1,16,120,60,128,64,0.02352,0.468
1,16,120,60,128,128,0.02192,0.47600000000000003
1,16,120,60,128,256,0.023296,0.618
1,16,120,60,128,512,0.02224,0.439
1,16,120,60,128,1024,0.0224,0.548
1,16,120,60,256,32,0.02208,0.333
1,16,120,60,256,64,0.019552,0.46
1,16,120,60,256,128,0.020672,0.482
1,16,120,60,256,256,0.024032,0.599
1,16,120,60,256,512,0.022912,0.641
1,16,120,60,256,1024,0.022848,0.5670000000000001
1,16,120,60,512,32,0.021856,0.527
1,16,120,60,512,64,0.023712,0.322
1,16,120,60,512,128,0.021952,0.557
1,16,120,60,512,256,0.023232,0.361
1,16,120,60,512,512,0.022112,0.47700000000000004
1,16,120,60,512,1024,0.020448,0.531
1,16,120,60,1024,32,0.154688,0.492
1,16,120,60,1024,64,0.165408,0.385
1,16,120,60,1024,128,0.020832,0.28400000000000003
1,16,120,60,1024,256,0.022272,0.668
1,16,120,60,1024,512,0.02192,0.396
1,16,120,60,1024,1024,0.022432,0.504
1,16,120,120,32,32,0.158848,0.325
1,16,120,120,32,64,0.020928,0.367
1,16,120,120,32,128,0.022464,0.498
1,16,120,120,32,256,0.022624,0.49
1,16,120,120,32,512,0.021824,0.539
1,16,120,120,32,1024,0.024576,0.301
1,16,120,120,64,32,0.023104,0.281
1,16,120,120,64,64,0.021696,0.597
1,16,120,120,64,128,0.021312,0.5700000000000001
1,16,120,120,64,256,0.0152,0.353
1,16,120,120,64,512,0.022944,0.529
1,16,120,120,64,1024,0.02192,0.317
1,16,120,120,128,32,0.022656,0.276
1,16,120,120,128,64,0.012608,0.54
1,16,120,120,128,128,0.0184,0.317
1,16,120,120,128,256,0.022656,0.294
1,16,120,120,128,512,0.020864,0.467
1,16,120,120,128,1024,0.021792,0.41600000000000004
1,16,120,120,256,32,0.019424,0.249
1,16,120,120,256,64,0.014656,0.291
1,16,120,120,256,128,0.021568,0.427
1,16,120,120,256,256,0.012064,0.629
1,16,120,120,256,512,0.194336,0.28600000000000003
1,16,120,120,256,1024,0.022464,0.541
1,16,120,120,512,32,0.020448,0.299
1,16,120,120,512,64,0.021152,0.554
1,16,120,120,512,128,0.022368,0.483
